Word,Substitute,Frequency,Length
ನಂಬಲೇ,ನಂಬಲೇ,1,5
ಬರಿಸಿ,ಬರಿಸಿ,1,5
ಸುರಿವ,ಸುರಿವ,1,5
ಧೀರರು,ಧೀರರು,1,5
ಕಂಡನು,ಕಂಡನು,8,5
ರಿಯಲ್,ರಿಯಲ್,1,5
ಕ್ಲಬ್,ಕ್ಲಬ್,1,5
ಸೇರಿದ,ಸೇರಿದ,23,5
ಕೀಪರ್,ಕೀಪರ್,1,5
ಒಳಗಾದ,ಒಳಗಾದ,5,5
ಧ್ವನಿ,ಧ್ವನಿ,58,5
ಮಾಲತಿ,ಮಾಲತಿ,15,5
ಹೊಳ್ಳ,ಹೊಳ್ಳ,8,5
ಭಯಂಕರ,ಭಯಂಕರ,14,5
ಮಹಿಳೆ,ಮಹಿಳೆ,17,5
ತಟ್ಟೆ,ತಟ್ಟೆ,8,5
ಮುರಿತ,ಮುರಿತ,1,5
ಪ್ರೌಢ,ಪ್ರೌಢ,2,5
ಚೇತನರ,ಚೇತನರ,1,5
ಸಾವಿರ,ಸಾವಿರ,32,5
ಕೂಡುವ,ಕೂಡುವ,2,5
ಸಾಸಿರ,ಸಾಸಿರ,1,5
ದೇವರು,ದೇವರು,18,5
ಹಾಲಿನ,ಹಾಲಿನ,9,5
ಸಾಹಸಿ,ಸಾಹಸಿ,3,5
ಒಡಿಶಾ,ಒಡಿಶಾ,5,5
ವರುಷದ,ವರುಷದ,4,5
ಕುರುಡ,ಕುರುಡ,3,5
ಬದಿಗೆ,ಬದಿಗೆ,8,5
ಬಡಜೀವ,ಬಡಜೀವ,1,5
ಚೀರಿದ,ಚೀರಿದ,3,5
ಹೊರಳಿ,ಹೊರಳಿ,8,5
ಬದುರು,ಬದುರು,1,5
ತಂದಳು,ತಂದಳು,6,5
ಕಾರಿನ,ಕಾರಿನ,15,5
ಬಿಡ್ಡ,ಬಿಡ್ಡ,1,5
ತೆಗೆದ,ತೆಗೆದ,12,5
ಆದವನೇ,ಆದವನೇ,1,5
ಮುಗ್ಧ,ಮುಗ್ಧ,2,5
ಹೆತ್ತ,ಹೆತ್ತ,1,5
ಭಾವನೆ,ಭಾವನೆ,9,5
ಹಮೀದನ,ಹಮೀದನ,1,5
ಸಾಹಸದ,ಸಾಹಸದ,7,5
ಜಪಾನ್,ಜಪಾನ್,3,5
ಏನಿದು,ಏನಿದು,23,5
ಕಂಗಿನ,ಕಂಗಿನ,3,5
ಹೆಂಚು,ಹೆಂಚು,4,5
ಮಂದಿಯ,ಮಂದಿಯ,3,5
ಯಾರಲಿ,ಯಾರಲಿ,1,5
ಬಾನಿನ,ಬಾನಿನ,1,5
ಪೀಟರ್,ಪೀಟರ್,8,5
ತೇಗಿನ,ತೇಗಿನ,1,5
ಮ್ಯಾಲ,ಮ್ಯಾಲ,11,5
ಆಟಕ್ಕ,ಆಟಕ್ಕ,1,5
ಇದಕ್ಕ,ಇದಕ್ಕ,1,5
ಅಂತಾರ,ಅಂತಾರ,1,5
ಆಡೋರು,ಆಡೋರು,1,5
ಉಪಯೋಗ,ಉಪಯೋಗ,7,5
ತಂತ್ರ,ತಂತ್ರ,8,5
ಆಡೋದು,ಆಡೋದು,3,5
ಹಿಂದಕ,ಹಿಂದಕ,1,5
ಪುಣೆಯ,ಪುಣೆಯ,5,5
ಸವಾಲು,ಸವಾಲು,3,5
ಶಂಕೆರ,ಶಂಕೆರ,1,5
ನಾಸಿಕ,ನಾಸಿಕ,5,5
ದೇವಿಯ,ದೇವಿಯ,5,5
ನಿಜಾಮ,ನಿಜಾಮ,1,5
ಹೇಳೋಣ,ಹೇಳೋಣ,2,5
ಕೆಳದಿ,ಕೆಳದಿ,4,5
ಸಾಲಿನ,ಸಾಲಿನ,11,5
ಸುಲಭದ,ಸುಲಭದ,5,5
ಅತಿಥಿ,ಅತಿಥಿ,5,5
ನಾವೀಗ,ನಾವೀಗ,13,5
ಆತನದು,ಆತನದು,1,5
ಚಿಕ್ಕ,ಚಿಕ್ಕ,88,5
ಕಲಿತನ,ಕಲಿತನ,1,5
ನೆರೆಯ,ನೆರೆಯ,3,5
ಅರಸರು,ಅರಸರು,1,5
ಮಾರ್ಗ,ಮಾರ್ಗ,26,5
ಮೊಗಲರ,ಮೊಗಲರ,2,5
ಪಳಗಿದ,ಪಳಗಿದ,1,5
ಆನೆಗಳ,ಆನೆಗಳ,4,5
ವೀರರು,ವೀರರು,2,5
ಮುಗಿಲ,ಮುಗಿಲ,2,5
ಎಲುಬು,ಎಲುಬು,3,5
ಹಣೆಗೆ,ಹಣೆಗೆ,3,5
ಕವಿಗೆ,ಕವಿಗೆ,1,5
ತರಲ್ಲ,ತರಲ್ಲ,1,5
ಕವಿತೆ,ಕವಿತೆ,6,5
ಆತ್ಮದ,ಆತ್ಮದ,1,5
ಧಹಸ್ಯ,ಧಹಸ್ಯ,1,5
ಪಯಣಿಗ,ಪಯಣಿಗ,1,5
ರಚಿಸಿ,ರಚಿಸಿ,6,5
ಮೊಟ್ಟ,ಮೊಟ್ಟ,7,5
ಅದುವೆ,ಅದುವೆ,2,5
ಎಲ್ಲೆ,ಎಲ್ಲೆ,1,5
ಬಿಡದು,ಬಿಡದು,1,5
ಕೇಡಿನ,ಕೇಡಿನ,3,5
ಸತ್ಯದ,ಸತ್ಯದ,1,5
ರುದ್ರ,ರುದ್ರ,2,5
ನರ್ತನ,ನರ್ತನ,6,5
ಭಯಾನಕ,ಭಯಾನಕ,7,5
ಕಂಡರು,ಕಂಡರು,7,5
ಜಾಂಬವ,ಜಾಂಬವ,1,5
ಕಾಣದು,ಕಾಣದು,3,5
ಕಪಿಗಳ,ಕಪಿಗಳ,1,5
ಹನುಮನ,ಹನುಮನ,2,5
ಹಣ್ಣೆ,ಹಣ್ಣೆ,1,5
ಜಿಗಿದ,ಜಿಗಿದ,4,5
ಬಗೆದು,ಬಗೆದು,2,5
ಹೊಡೆತ,ಹೊಡೆತ,4,5
ಕಲಿತೆ,ಕಲಿತೆ,5,5
ಖಂಡಿತ,ಖಂಡಿತ,34,5
ದೈಹಿಕ,ದೈಹಿಕ,2,5
ಕಾಣುವ,ಕಾಣುವ,31,5
ಬೇಡವೇ,ಬೇಡವೇ,1,5
ಕಿಂಕರ,ಕಿಂಕರ,1,5
ಕೂಗಿದ,ಕೂಗಿದ,19,5
ಜಯಕಾರ,ಜಯಕಾರ,4,5
ಬಾಳುವ,ಬಾಳುವ,6,5
ಬೇವಿನ,ಬೇವಿನ,25,5
ಬಿಳಿಯ,ಬಿಳಿಯ,19,5
ಜನಗಳು,ಜನಗಳು,6,5
ಉರುಳಿ,ಉರುಳಿ,11,5
ಕಡಿಸಿ,ಕಡಿಸಿ,2,5
ಬಕ್ತಿ,ಬಕ್ತಿ,2,5
ಮೂಗಿನ,ಮೂಗಿನ,9,5
ನರಳಾಟ,ನರಳಾಟ,2,5
ನಿದಿಯ,ನಿದಿಯ,2,5
ಸೋಂಕು,ಸೋಂಕು,7,5
ದೀಪಕ್,ದೀಪಕ್,2,5
ಭವಾನಿ,ಭವಾನಿ,4,5
ಅಸಹ್ಯ,ಅಸಹ್ಯ,7,5
ಕಾರಾಣ,ಕಾರಾಣ,2,5
ನಮಗೀಗ,ನಮಗೀಗ,4,5
ಕೊಳಚೆ,ಕೊಳಚೆ,3,5
ದೇವತೆ,ದೇವತೆ,7,5
ಚಿಂತಾ,ಚಿಂತಾ,2,5
ಶಾಂತಿ,ಶಾಂತಿ,18,5
ಅಲ್ಲದ,ಅಲ್ಲದ,7,5
ಆನೆಯೂ,ಆನೆಯೂ,6,5
ಸಭೆಗೆ,ಸಭೆಗೆ,11,5
ನಾಯಕನ,ನಾಯಕನ,2,5
ಮಲಗಲು,ಮಲಗಲು,8,5
ಕಡ್ಡಿ,ಕಡ್ಡಿ,12,5
ಚಲಿಸಿ,ಚಲಿಸಿ,5,5
ಪಟಾಕಿ,ಪಟಾಕಿ,6,5
ಶಭಾಷ್,ಶಭಾಷ್,2,5
ಕ್ಷೇಮ,ಕ್ಷೇಮ,6,5
ಹಾಕುವ,ಹಾಕುವ,13,5
ಏಳಿಗೆ,ಏಳಿಗೆ,2,5
ಮಹಮದ್,ಮಹಮದ್,2,5
ಪುತಲಿ,ಪುತಲಿ,2,5
ಎಷ್ಟೇ,ಎಷ್ಟೇ,13,5
ವ್ರತದ,ವ್ರತದ,2,5
ಒಳಗಿನ,ಒಳಗಿನ,8,5
ಕಾಣಲು,ಕಾಣಲು,14,5
ಕರಗುವ,ಕರಗುವ,3,5
ರಲಿತಳ,ರಲಿತಳ,2,5
ಮೋಡಗಳ,ಮೋಡಗಳ,5,5
ನಿಜವೇ,ನಿಜವೇ,7,5
ಬಂದರೂ,ಬಂದರೂ,5,5
ಅಪ್ಪಿ,ಅಪ್ಪಿ,10,5
ವಡ್ಡಿ,ವಡ್ಡಿ,2,5
ನಸುಕು,ನಸುಕು,3,5
ನೋಂಪಿ,ನೋಂಪಿ,2,5
ಹಾಕಿಯ,ಹಾಕಿಯ,8,5
ಸಿಕ್ಕ,ಸಿಕ್ಕ,16,5
ಬಲವಂತ,ಬಲವಂತ,3,5
ವಸಂತದ,ವಸಂತದ,2,5
ಹಾಲಾಪ,ಹಾಲಾಪ,2,5
ಬಾಗಿದ,ಬಾಗಿದ,6,5
ರಕ್ಷಕ,ರಕ್ಷಕ,37,5
ಪರಿವೇ,ಪರಿವೇ,2,5
ತೋಟಗಳ,ತೋಟಗಳ,3,5
ತಿಂತಿ,ತಿಂತಿ,2,5
ಯಾರದು,ಯಾರದು,20,5
ನಂಬರ್,ನಂಬರ್,4,5
ಸೇನೆಯ,ಸೇನೆಯ,7,5
ಬನ್ರೋ,ಬನ್ರೋ,5,5
ಬಯ್ಯು,ಬಯ್ಯು,3,5
ಕೋಲಿನ,ಕೋಲಿನ,5,5
ಮಾಘದರ,ಮಾಘದರ,2,5
ಖಗಮೃಗ,ಖಗಮೃಗ,2,5
ದಯಾಳು,ದಯಾಳು,2,5
ಮಗ್ಗಿ,ಮಗ್ಗಿ,3,5
ಮರಿದು,ಮರಿದು,2,5
ಪ್ರಭು,ಪ್ರಭು,13,5
ಕಗಮೃಗ,ಕಗಮೃಗ,2,5
ಅಸಭ್ಯ,ಅಸಭ್ಯ,2,5
ಎಂತದು,ಎಂತದು,2,5
ಪುಕ್ಕ,ಪುಕ್ಕ,5,5
ಅಂಶಗಳ,ಅಂಶಗಳ,2,5
ದೀರ್ಘ,ದೀರ್ಘ,4,5
ಡಂಗುರ,ಡಂಗುರ,2,5
ಮೂಲೆಯ,ಮೂಲೆಯ,4,5
ಹೋದವು,ಹೋದವು,21,5
ಅರಳಿದ,ಅರಳಿದ,6,5
ಹುಂಚಿ,ಹುಂಚಿ,8,5
ಮುಂಚಿ,ಮುಂಚಿ,2,5
ಉರಿತು,ಉರಿತು,2,5
ಪಗಾರದ,ಪಗಾರದ,2,5
ಹುಣಸೆ,ಹುಣಸೆ,29,5
ತೂರಿಗ,ತೂರಿಗ,2,5
ಕಾಯಿಯ,ಕಾಯಿಯ,3,5
ನಿಂತೆ,ನಿಂತೆ,3,5
ಬಂದಾಗ,ಬಂದಾಗ,43,5
ಆಪೂಸ್,ಆಪೂಸ್,2,5
ಕೂಟಗನ,ಕೂಟಗನ,2,5
ಅಕ್ಕಿ,ಅಕ್ಕಿ,19,5
ಎದ್ದೆ,ಎದ್ದೆ,3,5
ಕುಂಟು,ಕುಂಟು,4,5
ಚೀಪಿದ,ಚೀಪಿದ,2,5
ವಾರಗಳ,ವಾರಗಳ,10,5
ಸಪ್ಪೆ,ಸಪ್ಪೆ,5,5
ಕಡೆದು,ಕಡೆದು,4,5
ಕಾಣದೇ,ಕಾಣದೇ,3,5
ಜಮ್ಮು,ಜಮ್ಮು,3,5
ಹನಿಸು,ಹನಿಸು,2,5
ಹುಣಸಿ,ಹುಣಸಿ,2,5
ಉರಿದು,ಉರಿದು,2,5
ಮಳೆಗೆ,ಮಳೆಗೆ,4,5
ಅದುವೇ,ಅದುವೇ,5,5
ಅಂತೀಯ,ಅಂತೀಯ,2,5
ಮಳಿಗೆ,ಮಳಿಗೆ,18,5
ಗಳಿಂದ,ಗಳಿಂದ,7,5
ಅಡಿಕೆ,ಅಡಿಕೆ,8,5
ಪೌಡರ್,ಪೌಡರ್,2,5
ತೆರದೆ,ತೆರದೆ,2,5
ಸಹೋದರ,ಸಹೋದರ,6,5
ಸೃಜನ್,ಸೃಜನ್,2,5
ಮನೆತನ,ಮನೆತನ,6,5
ತಲ್ಪು,ತಲ್ಪು,2,5
ಜರೂರು,ಜರೂರು,2,5
ರೊಕ್ಕ,ರೊಕ್ಕ,2,5
ಗಳಿಸು,ಗಳಿಸು,2,5
ಸಂಗತಿ,ಸಂಗತಿ,19,5
ಶುಲ್ಕ,ಶುಲ್ಕ,9,5
ಸೇರುವ,ಸೇರುವ,9,5
ಕೆಣಕು,ಕೆಣಕು,2,5
ಹದ್ಲಿ,ಹದ್ಲಿ,2,5
ತ್ಯಾಗ,ತ್ಯಾಗ,10,5
ಸಾಧಕರ,ಸಾಧಕರ,4,5
ಜನರಲ್,ಜನರಲ್,6,5
ಬೇವೂರ,ಬೇವೂರ,6,5
ರಾಯಲ್,ರಾಯಲ್,2,5
ಕೊಡಿಯ,ಕೊಡಿಯ,2,5
ತೋರಿದ,ತೋರಿದ,5,5
ಬೆವರು,ಬೆವರು,17,5
ಬಂದುಕ,ಬಂದುಕ,2,5
ಗಾಡಿಯ,ಗಾಡಿಯ,4,5
ಅತ್ತಿ,ಅತ್ತಿ,2,5
ಅವಶ್ಯ,ಅವಶ್ಯ,3,5
ಜನಿಸು,ಜನಿಸು,2,5
ಭೂಬಾಗ,ಭೂಬಾಗ,2,5
ಪರಿಣತ,ಪರಿಣತ,2,5
ವಶವಾದ,ವಶವಾದ,2,5
ನಡೆಸಿ,ನಡೆಸಿ,4,5
ಇವರದು,ಇವರದು,2,5
ದೇಹವು,ದೇಹವು,3,5
ಮೇಜರ್,ಮೇಜರ್,4,5
ಬೀಡಿನ,ಬೀಡಿನ,3,5
ಭಂಡಗಳ,ಭಂಡಗಳ,2,5
ದಾಳಿಯ,ದಾಳಿಯ,3,5
ತಿಂಗಳ,ತಿಂಗಳ,17,5
ಮನಗಂಡ,ಮನಗಂಡ,2,5
ಸಮಾಧಿ,ಸಮಾಧಿ,5,5
ಕ್ರೋದ,ಕ್ರೋದ,2,5
ಚಳ್ಳೆ,ಚಳ್ಳೆ,2,5
ನಿಪುಣ,ನಿಪುಣ,3,5
ಕೊಡವರ,ಕೊಡವರ,4,5
ಭೂರವೇ,ಭೂರವೇ,2,5
ಬಂದಳೋ,ಬಂದಳೋ,2,5
ಗಿರಿಯ,ಗಿರಿಯ,2,5
ಕಳಕಳೆ,ಕಳಕಳೆ,2,5
ನೋಡಲಾ,ನೋಡಲಾ,4,5
ಕೊಡಗರ,ಕೊಡಗರ,2,5
ನಾಡಲಾ,ನಾಡಲಾ,2,5
ಬೀಡಲಾ,ಬೀಡಲಾ,2,5
ಸವಿದು,ಸವಿದು,4,5
ಮೇವನು,ಮೇವನು,2,5
ಸಭೆದು,ಸಭೆದು,2,5
ತತ್ವದ,ತತ್ವದ,3,5
ಬೇಟೆಯ,ಬೇಟೆಯ,2,5
ಕಡಗಲಿ,ಕಡಗಲಿ,2,5
ಭಾರಕೆ,ಭಾರಕೆ,2,5
ಹಗೆಗಳ,ಹಗೆಗಳ,2,5
ಹಸಿದು,ಹಸಿದು,2,5
ದೇಶವು,ದೇಶವು,6,5
ಕಟ್ಟು,ಕಟ್ಟು,9,5
ನೀತಿಯ,ನೀತಿಯ,4,5
ಕೋಶವು,ಕೋಶವು,2,5
ಕುಣಿದ,ಕುಣಿದ,2,5
ವಿಧಿಯ,ವಿಧಿಯ,2,5
ದಟ್ಟಿ,ದಟ್ಟಿ,4,5
ಕುಣಿವ,ಕುಣಿವ,2,5
ಅಮ್ಮೆ,ಅಮ್ಮೆ,2,5
ತಾಳಲಿ,ತಾಳಲಿ,2,5
ಬಾಳಲಿ,ಬಾಳಲಿ,4,5
ಅರಸನು,ಅರಸನು,2,5
ಭೂರಮೆ,ಭೂರಮೆ,2,5
ಅಹಮದ್,ಅಹಮದ್,2,5
ಪದ್ಯದ,ಪದ್ಯದ,7,5
ಎಂಮ್ಮ,ಎಂಮ್ಮ,2,5
ಅರಿವೇ,ಅರಿವೇ,6,5
ಬೆಸೆಯ,ಬೆಸೆಯ,2,5
ಗಳಿಕೆ,ಗಳಿಕೆ,5,5
ಮೊಳಕೆ,ಮೊಳಕೆ,14,5
ಗೃಹಕೆ,ಗೃಹಕೆ,2,5
ಎಣ್ಣೆ,ಎಣ್ಣೆ,14,5
ಪಡಬೇಡ,ಪಡಬೇಡ,4,5
ಉಂಬುವ,ಉಂಬುವ,2,5
ಬಂದಡೆ,ಬಂದಡೆ,2,5
ತಾಳದೆ,ತಾಳದೆ,3,5
ಸುಜಲವ,ಸುಜಲವ,2,5
ಲಿಂಗವ,ಲಿಂಗವ,2,5
ಜ್ಞಾನ,ಜ್ಞಾನ,9,5
ಒಲಿಸು,ಒಲಿಸು,2,5
ಅಸತ್ಯ,ಅಸತ್ಯ,2,5
ಬರ್ರಿ,ಬರ್ರಿ,12,5
ಕಂಗಳು,ಕಂಗಳು,2,5
ಕವನವು,ಕವನವು,2,5
ಕೈಗಡಗ,ಕೈಗಡಗ,2,5
ಕೂದಲು,ಕೂದಲು,33,5
ಬಂದಾನ,ಬಂದಾನ,4,5
ತಂದಾನ,ತಂದಾನ,4,5
ದನಿಯರ,ದನಿಯರ,2,5
ಕಾವಲು,ಕಾವಲು,7,5
ಅಂದಾನ,ಅಂದಾನ,2,5
ಕಂಡಾನ,ಕಂಡಾನ,2,5
ಜಾಂಬು,ಜಾಂಬು,2,5
ಉಂಡಾನ,ಉಂಡಾನ,2,5
ಒಂದಾನ,ಒಂದಾನ,2,5
ಕೂಸಿನ,ಕೂಸಿನ,2,5
ಛಂದಾನ,ಛಂದಾನ,2,5
ಪಡೆದಾ,ಪಡೆದಾ,2,5
ಮಿಗಿಲ,ಮಿಗಿಲ,2,5
ನವೋದಯ,ನವೋದಯ,2,5
ಪಠನೆಯ,ಪಠನೆಯ,2,5
ನಟನೆಯ,ನಟನೆಯ,2,5
ಜನರನು,ಜನರನು,3,5
ಜಪವನು,ಜಪವನು,2,5
ಕುಪಿತ,ಕುಪಿತ,4,5
ಗುಣಗಳ,ಗುಣಗಳ,2,5
ಗಂಗೆಯ,ಗಂಗೆಯ,2,5
ವಿಠಲನ,ವಿಠಲನ,2,5
ಕುಟಿಲ,ಕುಟಿಲ,2,5
ವಂಚನೆ,ವಂಚನೆ,2,5
ಗುರಿಯ,ಗುರಿಯ,4,5
ಪ್ರಭೋ,ಪ್ರಭೋ,2,5
ಕೊರತೆ,ಕೊರತೆ,4,5
ತಗ್ಗು,ತಗ್ಗು,4,5
ಕಂಬಾರ,ಕಂಬಾರ,2,5
ನ್ಯಾರ,ನ್ಯಾರ,2,5
ಮುನಿಯ,ಮುನಿಯ,32,5
ರೆಂಬಿ,ರೆಂಬಿ,2,5
ಒಲಸಿಗ,ಒಲಸಿಗ,2,5
ಬಾವಿಯ,ಬಾವಿಯ,4,5
ಹೊಸರು,ಹೊಸರು,2,5
ಬೇತಾಳ,ಬೇತಾಳ,4,5
ಬಾವಲಿ,ಬಾವಲಿ,21,5
ಮರದಾಗ,ಮರದಾಗ,2,5
ಗೊಂಬೆ,ಗೊಂಬೆ,12,5
ಚಿತ್ತ,ಚಿತ್ತ,5,5
ಧ್ಯಾನ,ಧ್ಯಾನ,3,5
ಮಾಲ್ಯ,ಮಾಲ್ಯ,2,5
ಬೀಳಲು,ಬೀಳಲು,6,5
ವಲಸಿಗ,ವಲಸಿಗ,3,5
ಕೆದರು,ಕೆದರು,2,5
ನುಡಿದ,ನುಡಿದ,8,5
ಮಾತೆಯ,ಮಾತೆಯ,4,5
ಲೋಕವೇ,ಲೋಕವೇ,2,5
ಟಿಪುವ,ಟಿಪುವ,2,5
ದೇಶದಿ,ದೇಶದಿ,3,5
ಬಾವುಟ,ಬಾವುಟ,9,5
ಹಿಂದೂ,ಹಿಂದೂ,10,5
ಉರ್ದು,ಉರ್ದು,3,5
ನಮ್ಮಯ,ನಮ್ಮಯ,6,5
ಗರಿಮೆ,ಗರಿಮೆ,3,5
ಅವನತಿ,ಅವನತಿ,2,5
ದ್ರೋಹ,ದ್ರೋಹ,2,5
ಒಳಜಗಳ,ಒಳಜಗಳ,2,5
ಸಹಕರಿ,ಸಹಕರಿ,2,5
ಯೋಜಿಸ,ಯೋಜಿಸ,2,5
ನಡೆದೆ,ನಡೆದೆ,4,5
ನಡೆದೇ,ನಡೆದೇ,3,5
ಬೊಂಬೆ,ಬೊಂಬೆ,14,5
ನಲಿವೆ,ನಲಿವೆ,2,5
ಆಸ್ತಿ,ಆಸ್ತಿ,6,5
ಆಡಿಸಿ,ಆಡಿಸಿ,6,5
ಜಗ್ಗಿ,ಜಗ್ಗಿ,2,5
ಅಳಬೇಡ,ಅಳಬೇಡ,4,5
ಜೋಕರ್,ಜೋಕರ್,2,5
ಹೋಗದು,ಹೋಗದು,2,5
ಕುಂಟಿ,ಕುಂಟಿ,2,5
ಸಂಜೆಯ,ಸಂಜೆಯ,12,5
ಹೊನಲು,ಹೊನಲು,4,5
ಹಬ್ಬವ,ಹಬ್ಬವ,2,5
ಮೋಡವು,ಮೋಡವು,11,5
ಮಳೆಯೂ,ಮಳೆಯೂ,3,5
ನೀಡಲಿ,ನೀಡಲಿ,2,5
ಮೂಡ್ನ,ಮೂಡ್ನ,2,5
ಆನಂದನ,ಆನಂದನ,2,5
ಸಿಕ್ತ,ಸಿಕ್ತ,2,5
ಕ್ಷಮೆ,ಕ್ಷಮೆ,5,5
ಸರಳತೆ,ಸರಳತೆ,2,5
ಹನಿಯು,ಹನಿಯು,3,5
ಶ್ರಮದ,ಶ್ರಮದ,2,5
ಧಾತರು,ಧಾತರು,2,5
ಬಸ್ಸು,ಬಸ್ಸು,19,5
ಸ್ತೂಪ,ಸ್ತೂಪ,2,5
ಬೆರೆತ,ಬೆರೆತ,4,5
ಮಡಿಲು,ಮಡಿಲು,4,5
ಮನೆಯೇ,ಮನೆಯೇ,3,5
ಬಿಂದು,ಬಿಂದು,3,5
ಮನದಲಿ,ಮನದಲಿ,2,5
ಈಗವನು,ಈಗವನು,2,5
ಬುದ್ದ,ಬುದ್ದ,4,5
ಪಾರಾದ,ಪಾರಾದ,1,5
ಕಾಳಿನ,ಕಾಳಿನ,2,5
ಪುರ್‌,ಪುರ್‌,9,5
ಬಲೆಗೆ,ಬಲೆಗೆ,4,5
ಯತ್ನವ,ಯತ್ನವ,3,5
ಸಫಲತೆ,ಸಫಲತೆ,2,5
ರಾಜನೂ,ರಾಜನೂ,1,5
ದನಿಯು,ದನಿಯು,2,5
ಆಸ್ಲೆ,ಆಸ್ಲೆ,1,5
ಕಂಪಿನ,ಕಂಪಿನ,1,5
ತೇಲುವ,ತೇಲುವ,9,5
ಕಡಲಿನ,ಕಡಲಿನ,2,5
ನೀಲಿಯ,ನೀಲಿಯ,5,5
ಕಾರುವ,ಕಾರುವ,1,5
ನಾಳೆಯ,ನಾಳೆಯ,3,5
ಉಗಾಪಚ,ಉಗಾಪಚ,1,5
ಅರೆರೆ,ಅರೆರೆ,8,5
ಹಾವಿನ,ಹಾವಿನ,37,5
ಪಟಗಳು,ಪಟಗಳು,3,5
ಆಗಸಕೆ,ಆಗಸಕೆ,2,5
ಪಟಗಳೋ,ಪಟಗಳೋ,1,5
ಆಗಸದಿ,ಆಗಸದಿ,1,5
ಹಾರಿಧ,ಹಾರಿಧ,1,5
ಮಾನವರ,ಮಾನವರ,2,5
ಸುಳಿವ,ಸುಳಿವ,1,5
ಗೋಳಾಟ,ಗೋಳಾಟ,1,5
ಸಂತಸದ,ಸಂತಸದ,3,5
ಅಹುದು,ಅಹುದು,3,5
ಸಿಖ್‌,Delete,1,5
ಬೌದ್ಧ,ಬೌದ್ಧ,5,5
ಮರಾಠಿ,ಮರಾಠಿ,1,5
ತಮಿಳು,ತಮಿಳು,2,5
ಯಮುನಾ,ಯಮುನಾ,3,5
ಸಾಗರದ,ಸಾಗರದ,9,5
ಮತ್ರು,ಮತ್ರು,1,5
ಮಾತರಂ,ಮಾತರಂ,3,5
ಪ್ರೇಮ,ಪ್ರೇಮ,4,5
ಸಾರುವ,ಸಾರುವ,1,5
ಇದುವೆ,ಇದುವೆ,1,5
ವ್ಯಾಸ,ವ್ಯಾಸ,2,5
ಹರಿಹರ,ಹರಿಹರ,1,5
ರಾಘವಾ,ರಾಘವಾ,1,5
ಅಲ್ಲಮ,ಅಲ್ಲಮ,1,5
ಕಾಯ್ವ,ಕಾಯ್ವ,1,5
ಸೋದಧರ,ಸೋದಧರ,1,5
ಪೈರಿನ,ಪೈರಿನ,2,5
ಜೇನಿನ,ಜೇನಿನ,2,5
ಅದರಲಿ,ಅದರಲಿ,1,5
ಶರಣರು,ಶರಣರು,1,5
ರಾಮೇಶ,ರಾಮೇಶ,1,5
ನದ್ವಿ,ನದ್ವಿ,1,5
ಮೈದಾನ,ಮೈದಾನ,13,5
ರಂಗಿನ,ರಂಗಿನ,7,5
ನಷಿಲು,ನಷಿಲು,1,5
ಬಂಗಾರ,ಬಂಗಾರ,10,5
ವರ್ಣದ,ವರ್ಣದ,1,5
ಉಂಗುರ,ಉಂಗುರ,4,5
ಮುರಳಿ,ಮುರಳಿ,1,5
ಮೋಹನನ,ಮೋಹನನ,1,5
ಹಿಂಡು,ಹಿಂಡು,5,5
ಜೆಳೆದ,ಜೆಳೆದ,2,5
ನವಿಲೆ,ನವಿಲೆ,2,5
ಓಡುವೆ,ಓಡುವೆ,3,5
ಬಣ್ಣವ,ಬಣ್ಣವ,2,5
ಯಾರನು,ಯಾರನು,1,5
ಬೆಟ್ಟ,ಬೆಟ್ಟ,15,5
ಸುಖವು,ಸುಖವು,1,5
ತಾಣವು,ತಾಣವು,4,5
ಘನತೆಯ,ಘನತೆಯ,1,5
ಹೊಸದು,ಹೊಸದು,3,5
ಬಾಲಕನ,ಬಾಲಕನ,4,5
ದಕ್ಷಿ,ದಕ್ಷಿ,1,5
ಹೊಕ್ಕ,ಹೊಕ್ಕ,1,5
ಚಾಚಿದ,ಚಾಚಿದ,2,5
ಸತತ್ತ,ಸತತ್ತ,1,5
ಜಗತ್‌,ಜಗತ್‌,1,5
ಶತಮಾನ,ಶತಮಾನ,1,5
ಕಲಿಕೆ,ಕಲಿಕೆ,1,5
ವಠಾರದ,ವಠಾರದ,1,5
ಸಿಡಿತ,ಸಿಡಿತ,1,5
ತಳಿರು,ತಳಿರು,6,5
ಗೋವಿನ,ಗೋವಿನ,1,5
ತಂಗಿಯ,ತಂಗಿಯ,3,5
ವಾಕ್ಯ,ವಾಕ್ಯ,17,5
ನಿಂದು,ನಿಂದು,3,5
ಹೊಳಪು,ಹೊಳಪು,2,5
ದೀನತೆ,ದೀನತೆ,1,5
ಶಾರದಾ,ಶಾರದಾ,1,5
ಸಬಲತೆ,ಸಬಲತೆ,1,5
ತಂದವು,ತಂದವು,2,5
ಹಂಚಿದ,ಹಂಚಿದ,1,5
ಮಾಹಲು,ಮಾಹಲು,1,5
ತರುಣಿ,ತರುಣಿ,1,5
ದುಂಡು,ದುಂಡು,2,5
ನತ್ತು,ನತ್ತು,1,5
ಕಚ್ಚೆ,ಕಚ್ಚೆ,2,5
ಬಸಪ್ಪ,ಬಸಪ್ಪ,1,5
ಪ್ರಾತ,ಪ್ರಾತ,1,5
ವ್ರೆಯ,ವ್ರೆಯ,1,5
